Customer_ID,Segment,Age,Gender,Occupation,Income_Band,Immigration_Status,Region,Household_Size,Relationship_Status,Years_With_Bank,Has_Direct_Deposit,Churn_Flag,Product_Count,Total_Balance,Monthly_Revenue,CLV_5yr,Primary_Bank_Score,Churn_Risk_Score,Churn_Risk_Tier,Churn_Probability_Model,Predicted_Churn,Model_Risk_Band,NPS_Score,CSAT_Score,Mobile_Usage_Score,Monthly_Logins
1006811,Newcomers to Canada,45,Female,IT Specialist,Under $30K,Refugee,Downtown Toronto,3,Common-law,11.99,0,0,3.0,5892.639999999999,48.05,1168.36,55.0,20.0,Low,0.66316617,1,Critical,15,3.1,70.8,9
1006812,Newcomers to Canada,34,Male,Customer Service Rep,$30K-$50K,Refugee,Etobicoke,4,Married,12.91,1,0,3.0,8323.31,52.13,1267.57,100.0,0.0,Low,0.665502,1,Critical,14,2.9,54.7,18
1006813,Newcomers to Canada,27,Female,Customer Service Rep,$30K-$50K,Permanent Resident,Scarborough,4,Common-law,7.44,1,0,1.0,3833.11,10.55,256.53,80.0,25.0,Low,0.44811097,1,High,6,4.1,81.1,16
1006814,Newcomers to Canada,49,Female,Customer Service Rep,$30K-$50K,Temporary Resident,Richmond Hill,3,Married,14.64,0,0,3.0,20216.51,157.54,3830.67,55.0,20.0,Low,0.3690936,0,High,15,3.6,68.9,24
1006815,Newcomers to Canada,27,Male,Driver,$30K-$50K,Temporary Resident,Vaughan,3,Common-law,9.6,0,0,6.0,25010.09,172.07999999999998,4184.22,55.0,20.0,Low,0.36804712,0,High,35,2.7,60.9,8
1006816,Newcomers to Canada,39,Male,IT Specialist,$30K-$50K,International Student,Scarborough,1,Divorced,8.27,1,0,2.0,1438.39,10.69,259.93,80.0,55.0,High,0.490166,1,High,-1,4.0,57.3,24
1006817,Newcomers to Canada,35,Non-binary/Other,Healthcare Worker,$30K-$50K,Permanent Resident,Markham,1,Single,6.94,1,0,3.0,9754.93,88.89,2161.41,85.0,0.0,Low,0.72973096,1,Critical,10,3.8,80.1,9
1006818,Newcomers to Canada,35,Female,Student,$50K-$75K,Temporary Resident,North York,2,Common-law,3.85,0,0,5.0,32574.05,186.18,4527.07,55.0,20.0,Low,0.5424193,1,High,37,3.3,59.5,7
1006819,Newcomers to Canada,24,Male,Customer Service Rep,$30K-$50K,Permanent Resident,Downtown Toronto,1,Divorced,7.85,1,1,5.0,20166.52,113.72,2765.16,100.0,15.0,Low,0.82653064,1,Critical,26,3.0,59.6,20
1006820,Newcomers to Canada,41,Female,IT Specialist,$50K-$75K,International Student,Downtown Toronto,3,Single,7.18,0,0,3.0,10223.509999999998,43.24,1051.4,55.0,20.0,Low,0.58531743,1,High,29,3.0,79.8,6
1006821,Newcomers to Canada,47,Female,Caregiver,$50K-$75K,Temporary Resident,Mississauga,5,Married,5.58,1,0,4.0,18963.53,126.2,3068.62,100.0,0.0,Low,0.7081382,1,Critical,38,3.5,73.3,16
1006822,Newcomers to Canada,31,Female,Driver,Under $30K,Permanent Resident,Downtown Toronto,1,Married,6.98,0,0,6.0,253336.59,786.8699999999999,19133.16,55.0,20.0,Low,0.60627776,1,Critical,38,4.1,50.4,20
1006823,Newcomers to Canada,23,Female,Healthcare Worker,$50K-$75K,Temporary Resident,Mississauga,3,Single,12.3,0,0,3.0,11800.38,54.870000000000005,1334.19,70.0,20.0,Low,0.68333197,1,Critical,19,3.4,70.1,17
1006824,Newcomers to Canada,33,Female,Driver,Under $30K,Permanent Resident,Mississauga,1,Common-law,1.5,0,1,5.0,22589.89,76.94,1870.84,70.0,20.0,Low,0.84091794,1,Critical,46,2.5,67.8,12
1006825,Newcomers to Canada,37,Female,Restaurant Worker,$50K-$75K,Refugee,Brampton,4,Common-law,2.02,1,1,2.0,7186.110000000001,25.85,628.56,80.0,40.0,Medium,0.5178512,1,High,5,3.0,42.0,17
1006826,Newcomers to Canada,32,Female,Driver,$30K-$50K,Permanent Resident,Etobicoke,1,Common-law,1.78,1,0,4.0,23776.63,181.75,4419.35,85.0,0.0,Low,0.6263921,1,Critical,38,4.9,42.0,14
1006827,Newcomers to Canada,41,Male,Driver,$50K-$75K,International Student,Downtown Toronto,2,Married,8.03,0,1,3.0,2475.0,10.13,246.32,70.0,20.0,Low,0.73519313,1,Critical,8,2.5,73.9,14
1006828,Newcomers to Canada,31,Female,Driver,$30K-$50K,International Student,North York,3,Married,14.71,0,0,2.0,3944.98,6.39,155.38,50.0,60.0,High,0.4397146,1,High,5,2.3,78.2,14
1006829,Newcomers to Canada,27,Male,Healthcare Worker,Under $30K,Permanent Resident,Mississauga,2,Married,5.15,0,1,3.0,8555.04,30.15,733.11,70.0,20.0,Low,0.7266203,1,Critical,53,3.4,50.5,23
1006830,Newcomers to Canada,30,Female,Restaurant Worker,$50K-$75K,International Student,Vaughan,4,Single,12.94,0,0,2.0,4649.09,41.57,1010.8,50.0,45.0,Medium,0.68835896,1,Critical,25,3.8,81.4,20
1006831,Newcomers to Canada,26,Female,Driver,Under $30K,Temporary Resident,Mississauga,3,Common-law,3.64,1,0,3.0,6963.29,70.25,1708.17,100.0,0.0,Low,0.5646176,1,High,15,2.6,64.3,12
1006832,Newcomers to Canada,39,Female,IT Specialist,Under $30K,International Student,North York,1,Married,5.84,1,1,5.0,17156.07,111.71,2716.29,100.0,0.0,Low,0.5374594,1,High,37,3.4,87.1,25
1006833,Newcomers to Canada,44,Female,Customer Service Rep,$30K-$50K,Permanent Resident,Brampton,3,Common-law,10.49,1,0,3.0,13471.14,87.73,2133.2,85.0,0.0,Low,0.56789154,1,High,29,4.3,70.7,3
1006834,Newcomers to Canada,24,Female,Restaurant Worker,$30K-$50K,International Student,Downtown Toronto,2,Single,6.74,0,1,4.0,26379.39,159.49,3878.08,70.0,20.0,Low,0.69062424,1,Critical,22,3.3,80.9,18
1006835,Newcomers to Canada,39,Female,Student,$50K-$75K,International Student,Vaughan,4,Divorced,11.01,0,0,3.0,8959.34,25.19,612.51,55.0,20.0,Low,0.48675528,1,High,25,3.7,56.8,9
1006836,Newcomers to Canada,45,Female,Warehouse Worker,Under $30K,Refugee,North York,1,Married,4.65,0,0,4.0,10527.8,56.44,1372.37,70.0,20.0,Low,0.646089,1,Critical,51,3.2,76.3,14
1006837,Newcomers to Canada,31,Female,Student,$30K-$50K,International Student,Mississauga,2,Married,8.47,0,0,3.0,14055.259999999998,56.13,1364.83,55.0,20.0,Low,0.6149857,1,Critical,33,3.5,69.1,6
1006838,Newcomers to Canada,45,Female,Healthcare Worker,$30K-$50K,International Student,Scarborough,3,Married,4.21,0,0,2.0,10821.58,63.67,1548.17,35.0,45.0,Medium,0.5749393,1,High,15,3.5,98.9,17
1006839,Newcomers to Canada,35,Male,Caregiver,$30K-$50K,International Student,Etobicoke,2,Single,11.95,1,0,3.0,9792.76,55.15,1341.0,100.0,0.0,Low,0.6490858,1,Critical,10,3.8,88.0,12
1006840,Newcomers to Canada,48,Male,IT Specialist,$30K-$50K,Permanent Resident,Etobicoke,1,Single,14.06,0,0,4.0,13319.63,64.0,1556.19,55.0,35.0,Medium,0.29493886,0,Medium,17,1.6,51.2,20
1006841,Newcomers to Canada,43,Male,Customer Service Rep,$30K-$50K,Permanent Resident,North York,5,Single,12.04,1,1,4.0,36143.76,369.67,8988.72,100.0,0.0,Low,0.68395644,1,Critical,21,2.7,75.5,10
1006842,Newcomers to Canada,48,Male,Healthcare Worker,Under $30K,International Student,Markham,2,Married,4.33,0,0,4.0,14513.89,113.11,2750.33,70.0,20.0,Low,0.7341686,1,Critical,23,2.6,77.7,11
1006843,Newcomers to Canada,33,Female,Caregiver,$30K-$50K,Temporary Resident,Markham,2,Single,3.07,0,0,3.0,6892.37,40.28,979.43,70.0,20.0,Low,0.5771149,1,High,39,3.8,75.1,18
1006844,Newcomers to Canada,45,Female,Warehouse Worker,Under $30K,Refugee,North York,1,Married,13.55,1,0,4.0,19267.13,129.85000000000002,3157.37,100.0,10.0,Low,0.51738554,1,High,-17,2.4,78.2,11
1006845,Newcomers to Canada,41,Male,Warehouse Worker,$50K-$75K,Temporary Resident,North York,2,Single,1.4,1,0,2.0,11655.4,49.36,1200.21,80.0,25.0,Low,0.63447505,1,Critical,22,3.7,76.1,18
1006846,Newcomers to Canada,35,Male,IT Specialist,Under $30K,Permanent Resident,Vaughan,1,Common-law,9.03,1,0,1.0,1058.43,11.84,287.9,65.0,45.0,Medium,0.4102357,1,High,3,3.2,67.9,13
1006847,Newcomers to Canada,43,Male,IT Specialist,$50K-$75K,Refugee,Brampton,3,Divorced,7.07,1,0,3.0,4528.72,42.23,1026.84,100.0,0.0,Low,0.47009328,1,High,15,4.0,76.5,24
1006848,Newcomers to Canada,39,Male,Student,$30K-$50K,Refugee,Downtown Toronto,3,Married,14.58,1,0,5.0,333007.53,687.77,16723.49,100.0,0.0,Low,0.619793,1,Critical,36,4.0,63.6,17
1006849,Newcomers to Canada,40,Male,Warehouse Worker,$30K-$50K,Temporary Resident,Mississauga,2,Married,5.4,0,1,3.0,7177.009999999999,62.45,1518.5,70.0,20.0,Low,0.6361803,1,Critical,37,3.6,54.0,16
1006850,Newcomers to Canada,39,Male,Restaurant Worker,$30K-$50K,Permanent Resident,Markham,2,Single,5.65,0,0,2.0,30885.81,193.74,4710.89,50.0,45.0,Medium,0.4630707,1,High,41,3.3,82.7,15
1006851,Newcomers to Canada,32,Male,Healthcare Worker,$30K-$50K,Temporary Resident,North York,4,Single,3.91,1,0,6.0,28897.19,260.77,6340.76,85.0,0.0,Low,0.66062516,1,Critical,28,4.5,72.7,17
1006852,Newcomers to Canada,40,Male,Healthcare Worker,Under $30K,Permanent Resident,Richmond Hill,3,Married,4.91,0,0,3.0,7712.9,35.49,862.96,70.0,20.0,Low,0.6619836,1,Critical,7,4.3,80.6,10
1006853,Newcomers to Canada,37,Male,Customer Service Rep,$30K-$50K,Refugee,Mississauga,3,Married,11.91,1,0,3.0,6804.46,29.0,705.15,100.0,0.0,Low,0.67819864,1,Critical,53,3.2,88.1,25
1006854,Newcomers to Canada,29,Male,Customer Service Rep,$50K-$75K,Refugee,Downtown Toronto,3,Common-law,9.1,0,0,4.0,9328.59,60.49,1470.85,55.0,20.0,Low,0.38122517,1,High,26,2.2,90.1,8
1006855,Newcomers to Canada,43,Male,IT Specialist,Under $30K,Refugee,Vaughan,3,Common-law,6.73,0,0,4.0,22186.910000000003,153.07999999999998,3722.22,55.0,20.0,Low,0.2757543,0,Medium,24,2.8,71.0,0
1006856,Newcomers to Canada,31,Male,Customer Service Rep,$30K-$50K,Permanent Resident,Downtown Toronto,2,Married,7.03,1,1,2.0,5182.49,32.89,799.74,80.0,25.0,Low,0.69329613,1,Critical,4,2.8,67.2,16
1006857,Newcomers to Canada,46,Female,Healthcare Worker,$50K-$75K,Permanent Resident,Mississauga,1,Divorced,8.09,0,0,7.0,385157.35,991.32,24104.47,70.0,20.0,Low,0.5258235,1,High,48,3.0,92.2,21
1006858,Newcomers to Canada,33,Male,Warehouse Worker,$30K-$50K,International Student,Downtown Toronto,1,Married,2.43,0,1,3.0,13805.43,117.95,2868.02,70.0,20.0,Low,0.6320745,1,Critical,25,3.9,70.6,20
1006859,Newcomers to Canada,23,Male,Warehouse Worker,Under $30K,Permanent Resident,Markham,5,Single,1.36,1,1,3.0,8525.509999999998,53.93000000000001,1311.34,85.0,0.0,Low,0.6484865,1,Critical,41,4.2,84.0,22
1006860,Newcomers to Canada,37,Female,Driver,Under $30K,Temporary Resident,North York,1,Single,12.65,0,0,2.0,1509.06,17.73,431.11,50.0,65.0,High,0.6692723,1,Critical,53,4.1,65.4,27
1006861,Newcomers to Canada,34,Female,Warehouse Worker,Under $30K,International Student,Downtown Toronto,3,Common-law,3.37,1,0,4.0,8362.9,50.77,1234.5,100.0,0.0,Low,0.5545588,1,High,17,3.7,67.8,12
1006862,Newcomers to Canada,49,Female,Restaurant Worker,Under $30K,Temporary Resident,Downtown Toronto,3,Single,5.38,1,0,2.0,6333.27,28.56,694.45,60.0,25.0,Low,0.6296069,1,Critical,28,2.6,76.6,13
1006863,Newcomers to Canada,41,Female,IT Specialist,$30K-$50K,Permanent Resident,North York,3,Common-law,1.42,1,0,3.0,5391.43,12.67,308.08,85.0,0.0,Low,0.34351748,0,Medium,37,4.3,77.4,24
1006864,Newcomers to Canada,32,Female,Student,$30K-$50K,International Student,Vaughan,3,Single,4.71,0,0,5.0,13148.78,92.86,2257.94,70.0,20.0,Low,0.7556165,1,Critical,51,3.4,57.0,21
1006865,Newcomers to Canada,34,Female,Restaurant Worker,$30K-$50K,Refugee,Richmond Hill,4,Single,1.69,0,0,3.0,7915.059999999999,22.06,536.4,40.0,20.0,Low,0.47374317,1,High,18,3.6,81.5,5
1006866,Newcomers to Canada,30,Male,Healthcare Worker,Under $30K,International Student,North York,4,Married,5.89,1,1,3.0,21523.37,211.46,5141.76,100.0,0.0,Low,0.47386894,1,High,43,3.4,76.4,16
1006867,Newcomers to Canada,26,Male,Warehouse Worker,$30K-$50K,International Student,Brampton,4,Married,4.54,0,0,4.0,9896.29,63.63,1547.2,70.0,20.0,Low,0.56972355,1,High,21,2.4,54.0,14
1006868,Newcomers to Canada,48,Female,Restaurant Worker,Under $30K,International Student,Downtown Toronto,3,Divorced,4.91,0,0,3.0,4582.4400000000005,39.88,969.7,70.0,20.0,Low,0.517201,1,High,4,3.4,75.3,10
1006869,Newcomers to Canada,30,Male,Caregiver,Under $30K,Refugee,Scarborough,1,Single,2.46,1,0,5.0,451302.67,882.9499999999999,21469.4,85.0,10.0,Low,0.1126132,0,Low,-2,2.6,100.0,9
1006870,Newcomers to Canada,33,Female,Driver,$50K-$75K,Temporary Resident,Scarborough,3,Single,5.67,0,0,6.0,20928.44,117.83,2865.1,55.0,30.0,Medium,0.49655902,1,High,-26,4.3,63.8,6
1006871,Newcomers to Canada,42,Male,IT Specialist,$50K-$75K,Refugee,North York,2,Married,2.13,1,0,3.0,16701.690000000002,57.99,1410.06,85.0,0.0,Low,0.3804006,1,High,27,3.9,65.0,7
1006872,Newcomers to Canada,34,Male,IT Specialist,$50K-$75K,Permanent Resident,North York,2,Divorced,13.66,0,0,3.0,11908.43,57.81,1405.68,55.0,20.0,Low,0.42180893,1,High,9,2.9,71.0,24
1006873,Newcomers to Canada,35,Male,Warehouse Worker,Under $30K,Permanent Resident,Mississauga,3,Single,7.95,1,0,5.0,22696.42,115.68,2812.82,100.0,0.0,Low,0.66041017,1,Critical,45,4.0,68.8,21
1006874,Newcomers to Canada,24,Female,Healthcare Worker,$50K-$75K,International Student,Scarborough,2,Married,0.37,0,0,4.0,19983.34,111.96,2722.37,70.0,30.0,Medium,0.24887049,0,Medium,38,3.2,52.5,18
1006875,Newcomers to Canada,33,Male,Customer Service Rep,$50K-$75K,Permanent Resident,Mississauga,3,Single,0.43,0,0,5.0,40336.5,272.98,6637.65,70.0,30.0,Medium,0.4047319,1,High,49,3.5,60.7,21
1006876,Newcomers to Canada,45,Male,Caregiver,$50K-$75K,Refugee,Downtown Toronto,3,Married,7.22,1,1,3.0,8269.619999999999,47.27,1149.4,85.0,0.0,Low,0.6427732,1,Critical,13,3.6,78.8,16
1006877,Newcomers to Canada,37,Male,Healthcare Worker,$50K-$75K,Refugee,Etobicoke,3,Single,5.29,1,1,5.0,6073.56,38.67,940.28,100.0,0.0,Low,0.7019546,1,Critical,28,2.9,76.9,18
1006878,Newcomers to Canada,41,Non-binary/Other,Customer Service Rep,$50K-$75K,Permanent Resident,Downtown Toronto,4,Common-law,0.99,0,0,4.0,7885.5,61.21,1488.35,70.0,30.0,Medium,0.72751737,1,Critical,12,3.6,83.4,11
1006879,Newcomers to Canada,35,Female,Driver,$50K-$75K,Temporary Resident,Vaughan,3,Married,10.92,0,1,4.0,11183.68,104.03,2529.54,55.0,20.0,Low,0.7438965,1,Critical,27,2.3,74.2,15
1006880,Newcomers to Canada,23,Male,Customer Service Rep,$50K-$75K,Permanent Resident,Brampton,4,Single,2.76,1,0,3.0,11927.64,90.52,2201.04,80.0,0.0,Low,0.63707024,1,Critical,43,3.6,79.5,17
1006881,Newcomers to Canada,46,Male,Warehouse Worker,Under $30K,International Student,Vaughan,2,Married,5.57,0,0,4.0,9580.13,45.3,1101.49,55.0,20.0,Low,0.520701,1,High,43,3.8,71.6,7
1006882,Newcomers to Canada,30,Male,Healthcare Worker,Under $30K,Permanent Resident,Downtown Toronto,2,Married,2.98,0,1,4.0,14584.57,96.88,2355.69,70.0,20.0,Low,0.7847618,1,Critical,3,2.6,78.1,16
1006883,Newcomers to Canada,34,Female,Restaurant Worker,$50K-$75K,International Student,Mississauga,1,Married,1.86,0,0,6.0,444397.42999999993,1398.2800000000002,33999.92,70.0,20.0,Low,0.6055941,1,Critical,32,4.2,95.4,21
1006884,Newcomers to Canada,37,Female,Warehouse Worker,$30K-$50K,Permanent Resident,Brampton,4,Single,5.13,1,0,4.0,7442.26,81.33,1977.58,100.0,0.0,Low,0.712314,1,Critical,25,3.1,93.4,19
1006885,Newcomers to Canada,44,Male,Customer Service Rep,$30K-$50K,International Student,Downtown Toronto,1,Single,7.76,1,0,4.0,11740.34,83.56,2031.81,100.0,0.0,Low,0.55412304,1,High,18,2.2,66.8,11
1006886,Newcomers to Canada,26,Female,Customer Service Rep,$30K-$50K,Temporary Resident,Vaughan,1,Married,3.2,1,0,3.0,13366.7,70.53,1714.97,100.0,15.0,Low,0.66430414,1,Critical,16,3.0,76.0,13
1006887,Newcomers to Canada,49,Female,IT Specialist,$50K-$75K,Refugee,Other GTA,1,Single,3.76,0,0,5.0,18898.3,108.68,2642.61,70.0,20.0,Low,0.5790731,1,High,21,3.9,68.5,19
1006888,Newcomers to Canada,46,Male,Healthcare Worker,$30K-$50K,Temporary Resident,Downtown Toronto,3,Married,11.58,0,0,3.0,8741.3,32.66,794.15,50.0,20.0,Low,0.70949006,1,Critical,33,3.6,77.0,19
1006889,Newcomers to Canada,35,Female,Healthcare Worker,$30K-$50K,Temporary Resident,Scarborough,1,Married,8.7,0,0,3.0,7276.530000000001,38.14,927.39,70.0,20.0,Low,0.6163166,1,Critical,19,3.8,70.8,10
1006890,Newcomers to Canada,23,Male,Student,$50K-$75K,Permanent Resident,Downtown Toronto,1,Single,5.06,0,0,3.0,309710.49,932.34,22670.34,55.0,20.0,Low,0.5984425,1,High,37,3.1,72.6,18
1006891,Newcomers to Canada,46,Female,Student,Under $30K,International Student,Scarborough,2,Married,5.8,0,0,3.0,3661.69,28.86,701.75,40.0,20.0,Low,0.5980692,1,High,43,2.8,58.4,7
1006892,Newcomers to Canada,34,Female,Caregiver,$50K-$75K,International Student,Richmond Hill,2,Married,11.83,0,0,3.0,7095.1900000000005,23.9,581.14,40.0,30.0,Medium,0.31412634,0,Medium,-2,4.6,56.2,7
1006893,Newcomers to Canada,26,Female,Customer Service Rep,Under $30K,International Student,Other GTA,4,Married,7.85,1,0,2.0,2780.16,40.9,994.51,80.0,25.0,Low,0.711949,1,Critical,49,4.7,48.9,22
1006894,Newcomers to Canada,22,Male,Student,$50K-$75K,Permanent Resident,Mississauga,2,Married,6.36,1,0,0.0,0.0,0.0,0.0,80.0,45.0,Medium,0.5486344,1,High,17,3.4,74.6,19
1006895,Newcomers to Canada,41,Male,Customer Service Rep,$30K-$50K,International Student,Etobicoke,3,Married,7.26,1,0,4.0,17404.690000000002,114.38,2781.21,100.0,15.0,Low,0.7582247,1,Critical,2,2.9,72.1,21
1006896,Newcomers to Canada,40,Female,Student,$50K-$75K,International Student,Scarborough,5,Single,11.59,1,1,3.0,8073.62,28.56,694.45,100.0,0.0,Low,0.71226424,1,Critical,46,3.7,87.7,25
1006897,Newcomers to Canada,46,Male,Caregiver,Under $30K,Refugee,Brampton,4,Married,11.28,0,0,3.0,6916.07,23.92,581.63,70.0,20.0,Low,0.45931503,1,High,13,4.3,100.0,19
1006898,Newcomers to Canada,36,Male,Student,$50K-$75K,Permanent Resident,Downtown Toronto,1,Married,10.48,1,0,2.0,1562.63,15.06,366.19,80.0,45.0,Medium,0.52799535,1,High,8,3.0,70.5,11
1006899,Newcomers to Canada,33,Female,Student,$30K-$50K,Refugee,Brampton,4,Divorced,5.8,1,0,3.0,7509.79,24.79,602.78,100.0,0.0,Low,0.6015147,1,Critical,9,4.6,65.8,26
1006900,Newcomers to Canada,39,Female,IT Specialist,$50K-$75K,Permanent Resident,Scarborough,4,Common-law,7.04,1,0,5.0,18384.73,100.2,2436.42,100.0,0.0,Low,0.47793216,1,High,39,3.4,91.2,19
1006901,Newcomers to Canada,39,Female,Driver,$50K-$75K,International Student,Vaughan,1,Married,8.11,0,1,3.0,6435.4800000000005,21.08,512.57,70.0,35.0,Medium,0.68671453,1,Critical,5,3.1,74.4,14
1006902,Newcomers to Canada,34,Female,Restaurant Worker,$50K-$75K,Temporary Resident,Other GTA,4,Common-law,4.03,0,0,3.0,11956.29,97.51,2371.01,55.0,20.0,Low,0.55967396,1,High,10,3.0,46.5,5
1006903,Newcomers to Canada,42,Male,Caregiver,$30K-$50K,Temporary Resident,Etobicoke,2,Common-law,8.91,0,0,4.0,16538.61,102.12,2483.1,70.0,20.0,Low,0.52414024,1,High,22,4.0,62.5,28
1006904,Newcomers to Canada,26,Male,Healthcare Worker,$50K-$75K,International Student,Downtown Toronto,1,Married,13.11,1,0,3.0,13350.17,38.15,927.64,85.0,0.0,Low,0.50484943,1,High,21,2.8,93.6,14
1006905,Newcomers to Canada,33,Female,Restaurant Worker,Under $30K,Permanent Resident,Downtown Toronto,1,Single,11.9,1,0,4.0,9426.54,72.53999999999999,1763.85,85.0,0.0,Low,0.5937071,1,High,33,3.9,59.4,8
1006906,Newcomers to Canada,25,Male,Warehouse Worker,Under $30K,Permanent Resident,Downtown Toronto,1,Married,1.67,0,0,7.0,390858.98,1215.84,29563.8,70.0,20.0,Low,0.51252586,1,High,25,3.8,74.6,17
1006907,Newcomers to Canada,24,Female,Customer Service Rep,$30K-$50K,International Student,North York,5,Single,9.33,0,0,4.0,24908.74,184.38,4483.3,70.0,20.0,Low,0.51172596,1,High,38,2.9,59.8,11
1006908,Newcomers to Canada,42,Male,Customer Service Rep,Under $30K,International Student,Vaughan,4,Widowed,3.19,1,0,3.0,9982.15,48.88,1188.54,85.0,0.0,Low,0.3194752,0,Medium,49,3.4,82.1,8
1006909,Newcomers to Canada,29,Male,Healthcare Worker,$50K-$75K,Temporary Resident,Scarborough,3,Single,3.94,1,1,4.0,16153.04,79.74,1938.92,100.0,0.0,Low,0.7602645,1,Critical,13,3.5,70.4,20
1006910,Newcomers to Canada,47,Male,Healthcare Worker,$50K-$75K,Temporary Resident,North York,3,Single,5.66,0,0,3.0,16771.47,91.71,2229.98,70.0,30.0,Medium,0.55738163,1,High,-9,3.2,73.6,18
1006911,Newcomers to Canada,47,Male,Customer Service Rep,$30K-$50K,International Student,Brampton,1,Married,10.71,1,1,3.0,14282.12,65.96,1603.85,100.0,15.0,Low,0.7288785,1,Critical,14,3.7,93.2,17
1006912,Newcomers to Canada,35,Male,Customer Service Rep,$30K-$50K,Temporary Resident,Markham,4,Divorced,3.47,0,0,4.0,13366.12,114.09,2774.16,70.0,20.0,Low,0.7471454,1,Critical,34,3.4,75.0,18
1006913,Newcomers to Canada,32,Female,Healthcare Worker,Under $30K,Temporary Resident,Brampton,3,Divorced,4.75,1,0,4.0,16350.21,109.93,2673.01,85.0,0.0,Low,0.61584914,1,Critical,17,3.9,80.1,19
1006914,Newcomers to Canada,37,Female,Caregiver,$50K-$75K,Permanent Resident,Richmond Hill,2,Common-law,12.01,0,0,4.0,20328.42,132.20000000000002,3214.51,70.0,20.0,Low,0.3808704,1,High,36,4.0,48.7,11
1006915,Newcomers to Canada,35,Female,Restaurant Worker,Under $30K,International Student,Mississauga,2,Single,11.36,1,1,4.0,287008.42000000004,566.45,13773.53,100.0,0.0,Low,0.78634405,1,Critical,53,3.8,78.7,11
1006916,Newcomers to Canada,39,Male,Healthcare Worker,$50K-$75K,Refugee,Vaughan,1,Common-law,6.45,1,0,3.0,10716.91,66.92,1627.2,85.0,0.0,Low,0.5471403,1,High,38,3.8,68.9,12
1006917,Newcomers to Canada,23,Female,Student,$30K-$50K,International Student,Other GTA,1,Single,3.73,0,0,4.0,204483.77,353.42,8593.6,55.0,20.0,Low,0.62773037,1,Critical,37,2.5,85.4,7
1006918,Newcomers to Canada,42,Male,Restaurant Worker,$30K-$50K,Temporary Resident,Brampton,2,Married,6.58,0,0,4.0,16479.61,101.42,2466.08,70.0,20.0,Low,0.71189946,1,Critical,36,4.8,84.6,19
1006919,Newcomers to Canada,35,Female,Warehouse Worker,$50K-$75K,Temporary Resident,Markham,1,Common-law,4.22,1,0,4.0,191335.19,588.26,14303.85,85.0,0.0,Low,0.6459623,1,Critical,14,3.3,58.5,7
1006920,Newcomers to Canada,22,Female,Warehouse Worker,$30K-$50K,International Student,Downtown Toronto,4,Single,7.86,0,0,3.0,11945.36,70.1,1704.52,70.0,20.0,Low,0.6271729,1,Critical,35,4.1,52.7,15
1006921,Newcomers to Canada,22,Male,Student,$30K-$50K,Refugee,Downtown Toronto,2,Single,12.95,1,0,4.0,308944.18000000005,732.6099999999999,17813.8,100.0,0.0,Low,0.5865773,1,High,47,2.7,60.9,22
1006922,Newcomers to Canada,37,Male,Student,$30K-$50K,Refugee,Mississauga,4,Single,4.98,1,0,2.0,6701.26,28.74,698.83,65.0,25.0,Low,0.5442794,1,High,11,3.7,99.6,23
1006923,Newcomers to Canada,35,Male,Caregiver,$50K-$75K,Permanent Resident,Downtown Toronto,3,Single,13.24,1,0,3.0,11319.55,42.94,1044.11,85.0,0.0,Low,0.6642632,1,Critical,34,3.6,84.7,6
1006924,Newcomers to Canada,26,Male,Restaurant Worker,$30K-$50K,Temporary Resident,Mississauga,1,Widowed,13.29,0,0,4.0,29275.69,140.01999999999998,3404.66,70.0,20.0,Low,0.640509,1,Critical,35,3.5,93.8,14
1006925,Newcomers to Canada,24,Female,Student,$50K-$75K,Permanent Resident,Downtown Toronto,1,Common-law,14.07,1,0,6.0,27691.68,228.69,5560.72,100.0,0.0,Low,0.3493214,0,Medium,14,2.9,69.3,29
1006926,Newcomers to Canada,23,Male,Healthcare Worker,$30K-$50K,International Student,Downtown Toronto,3,Married,12.27,1,0,2.0,6057.28,63.31,1539.42,80.0,25.0,Low,0.50362796,1,High,30,2.4,64.9,20
1006927,Newcomers to Canada,27,Female,Driver,$50K-$75K,Temporary Resident,Mississauga,1,Married,11.63,1,0,4.0,13595.33,121.42,2952.39,85.0,0.0,Low,0.67482,1,Critical,13,2.5,63.9,7
1006928,Newcomers to Canada,32,Female,Restaurant Worker,Under $30K,Permanent Resident,Mississauga,3,Married,13.29,0,0,5.0,12198.3,70.37,1711.08,70.0,20.0,Low,0.6983361,1,Critical,23,3.9,71.7,20
1006929,Newcomers to Canada,47,Male,Healthcare Worker,Under $30K,International Student,Etobicoke,2,Single,8.52,0,0,2.0,1669.48,9.68,235.37,50.0,65.0,High,0.50778854,1,High,28,2.7,71.2,13
1006930,Newcomers to Canada,33,Female,Driver,$30K-$50K,Refugee,Vaughan,3,Single,13.52,1,1,2.0,7590.49,20.41,496.28,80.0,25.0,Low,0.74752283,1,Critical,31,4.1,73.5,20
1006931,Newcomers to Canada,22,Male,Caregiver,Under $30K,International Student,Scarborough,1,Married,2.67,0,0,5.0,31289.12,148.24,3604.53,70.0,20.0,Low,0.25273147,0,Medium,13,4.4,65.0,13
1006932,Newcomers to Canada,40,Male,Customer Service Rep,$30K-$50K,Temporary Resident,Scarborough,3,Single,11.39,0,1,4.0,19821.26,118.29,2876.28,55.0,20.0,Low,0.7329084,1,Critical,23,3.3,98.3,15
